latitude,longitude,frp
-35.864,149.908,28
-35.621,149.866,28
-37.06,149.588,28
-37.079,149.509,28
-36.171,149.475,28
-36.058,149.442,28
-37.029,149.367,28
-37.284,149.165,28
-35.801,148.74,28
-35.588,148.697,28
-35.782,148.534,28
-37.719,148.324,28
-36.582,148.202,28
-35.877,148.018,28
-41.555,147.807,28
-37.361,147.728,28
-37.353,147.604,28
-24.638,146.818,28
-24.614,146.681,28
-17.86,145.377,28
-17.381,145.224,28
-16.919,143.919,28
-19.71,143.742,28
-17.85,143.335,28
-35.719,136.784,28
-14.756,133.122,28
-25.094,128.922,28
-32.271,123.406,28
-32.369,121.5,28
-32.229,121.364,28
-31.254,121.09,28
-30.435,151.031,28.1
-35.149,150.476,28.1
-34.69,150.393,28.1
-34.832,150.141,28.1
-30.085,150.065,28.1
-34.956,150.004,28.1
-36.482,149.994,28.1
-34.951,149.965,28.1
-35.785,149.849,28.1
-35.996,149.653,28.1
-36.527,149.613,28.1
-37.036,149.38,28.1
-37.439,149.322,28.1
-37.357,149.251,28.1
-37.382,149.197,28.1
-37.306,149.175,28.1
-35.604,148.869,28.1
-37.268,148.703,28.1
-35.817,148.66,28.1
-35.437,148.408,28.1
-35.988,148.324,28.1
-35.909,148.162,28.1
-37.493,148.061,28.1
-36.265,147.95,28.1
-36.339,147.825,28.1
-37.624,147.752,28.1
-36.378,147.708,28.1
-37.586,147.547,28.1
-42.593,146.998,28.1
-24.651,146.819,28.1
-36.973,146.814,28.1
-36.968,146.684,28.1
-36.948,146.618,28.1
-18.395,145.331,28.1
-35.69,137.106,28.1
-32.389,123.094,28.1
-32.697,122.065,28.1
-31.494,151.238,28.2
-30.481,151.04,28.2
-32.564,150.381,28.2
-32.699,150.093,28.2
-22.192,150.065,28.2
-36.206,150.029,28.2
-36.199,150.01,28.2
-36.253,149.965,28.2
-35.988,149.927,28.2
-37.227,149.888,28.2
-36.537,149.857,28.2
-36.535,149.503,28.2
-36.986,149.442,28.2
-26.353,149.373,28.2
-37.522,149.32,28.2
-37.538,149.315,28.2
-37.203,149.203,28.2
-37.253,149.126,28.2
-37.722,149.002,28.2
-28.334,148.328,28.2
-36.776,148.1,28.2
-36.487,148.093,28.2
-37.103,148.083,28.2
-41.716,148.06,28.2
-36.56,147.927,28.2
-41.618,147.841,28.2
-36.707,147.841,28.2
-36.686,147.811,28.2
-36.331,147.714,28.2
-36.078,147.603,28.2
-35.823,147.519,28.2
-36.959,147.277,28.2
-37.065,147.257,28.2
-24.606,146.667,28.2
-36.925,146.612,28.2
-37.243,146.52,28.2
-16.004,145.118,28.2
-16.084,144.808,28.2
-19.89,144.578,28.2
-17.907,143.402,28.2
-14.737,143.074,28.2
-14.772,133.101,28.2
-32.424,123.142,28.2
-32.599,122.098,28.2
-32.495,121.934,28.2
-29.318,152.013,28.3
-32.622,150.794,28.3
-32.555,150.611,28.3
-32.558,150.588,28.3
-32.535,150.23,28.3
-35.309,150.045,28.3
-34.923,149.989,28.3
-37.158,149.646,28.3
-37.465,149.493,28.3
-37.028,149.425,28.3
-36.168,149.394,28.3
-37.375,149.265,28.3
-25.406,149.236,28.3
-37.354,149.201,28.3
-35.851,148.842,28.3
-35.842,148.659,28.3
-35.721,148.562,28.3
-35.506,148.33,28.3
-37.02,148.302,28.3
-35.5,148.06,28.3
-36.61,147.927,28.3
-36.7,147.906,28.3
-41.614,147.855,28.3
-36.594,147.848,28.3
-36.341,147.706,28.3
-35.875,147.51,28.3
-16.209,143.986,28.3
-35.817,137.165,28.3
-35.877,136.609,28.3
-29.071,128.29,28.3
-17.784,123.787,28.3
-32.409,123.168,28.3
-32.537,122.3,28.3
-31.903,121.518,28.3
-30.461,151.02,28.4
-32.668,150.927,28.4
-34.675,150.362,28.4
-33.204,150.172,28.4
-36.116,150.074,28.4
-32.679,150.048,28.4
-36.484,149.944,28.4
-36.001,149.847,28.4
-37.383,149.753,28.4
-37.455,149.749,28.4
-36.404,149.613,28.4
-37.082,149.584,28.4
-37.478,149.434,28.4
-37.379,149.414,28.4
-37.414,149.362,28.4
-37.417,149.312,28.4
-37.653,149.237,28.4
-37.323,149.127,28.4
-37.589,149.015,28.4
-35.607,148.964,28.4
-35.534,148.958,28.4
-35.87,148.854,28.4
-35.621,148.67,28.4
-37.451,148.51,28.4
-35.602,148.483,28.4
-36.268,148.059,28.4
-36.389,148.027,28.4
-36.507,148.01,28.4
-36.297,147.964,28.4
-36.65,147.883,28.4
-37.193,147.084,28.4
-37.243,147.055,28.4
-22.153,146.897,28.4
-24.595,146.722,28.4
-36.913,146.674,28.4
-35.811,136.643,28.4
-12.78,136.289,28.4
-32.913,123.677,28.4
-32.333,123.406,28.4
-32.564,122.015,28.4
-24.587,151.468,28.5
-30.525,150.841,28.5
-35.225,150.449,28.5
-34.388,150.406,28.5
-34.382,150.378,28.5
-34.317,150.34,28.5
-32.52,150.199,28.5
-35.034,150.079,28.5
-35.821,149.921,28.5
-37.411,149.718,28.5
-35.831,149.689,28.5
-36.27,149.545,28.5
-37.208,149.425,28.5
-37.286,149.408,28.5
-35.922,149.405,28.5
-36.165,149.403,28.5
-37.728,149.19,28.5
-37.233,149.116,28.5
-37.652,149.087,28.5
-37.593,148.978,28.5
-37.395,148.941,28.5
-37.519,148.567,28.5
-35.465,148.446,28.5
-35.45,148.359,28.5
-35.469,148.334,28.5
-35.611,148.211,28.5
-37.509,148.072,28.5
-41.737,148.008,28.5
-41.673,148.002,28.5
-41.645,148.002,28.5
-35.234,147.879,28.5
-37.621,147.721,28.5
-35.882,147.685,28.5
-37.364,147.633,28.5
-36.139,147.613,28.5
-36.071,147.584,28.5
-37.566,147.558,28.5
-20.749,147.496,28.5
-36.944,147.309,28.5
-37.11,147.005,28.5
-36.751,146.709,28.5
-36.99,146.657,28.5
-19.951,145.733,28.5
-31.114,145.689,28.5
-19.881,144.336,28.5
-15.028,143.453,28.5
-33.879,142.71,28.5
-38.033,141.827,28.5
-14.646,132.574,28.5
-32.394,123.168,28.5
-25.977,151.001,28.6
-35.835,150.093,28.6
-35.73,149.978,28.6
-34.312,149.955,28.6
-36.04,149.808,28.6
-37.44,149.72,28.6
-37.444,149.234,28.6
-37.389,149.16,28.6
-37.311,149.095,28.6
-35.906,148.914,28.6
-37.586,148.774,28.6
-35.533,148.527,28.6
-35.549,148.489,28.6
-37.745,148.221,28.6
-36.733,148.217,28.6
-36.66,148.141,28.6
-27.447,148.014,28.6
-36.299,147.74,28.6
-37.333,147.712,28.6
-35.869,147.522,28.6
-37.416,147.517,28.6
-35.826,147.496,28.6
-37.077,147.48,28.6
-24.765,146.686,28.6
-36.867,146.624,28.6
-30.861,146.123,28.6
-35.885,137.073,28.6
-14.019,136.43,28.6
-16.751,129.652,28.6
-32.594,123.285,28.6
-32.308,123.249,28.6
-32.443,121.357,28.6
-33.169,115.723,28.6
-32.022,151.426,28.7
-32.237,151.356,28.7
-32.709,150.938,28.7
-34.293,150.319,28.7
-32.562,150.196,28.7
-35.99,149.997,28.7
-37.144,149.96,28.7
-37.213,149.895,28.7
-37.217,149.87,28.7
-35.895,149.774,28.7
-36.413,149.611,28.7
-37.408,149.555,28.7
-37.409,149.431,28.7
-37.408,149.419,28.7
-37.046,149.383,28.7
-37.656,148.984,28.7
-37.317,148.914,28.7
-35.862,148.872,28.7
-37.51,148.584,28.7
-35.459,148.492,28.7
-35.45,148.363,28.7
-35.86,148.3,28.7
-35.474,148.093,28.7
-35.42,148.049,28.7
-37.271,147.981,28.7
-36.118,147.895,28.7
-41.618,147.837,28.7
-37.21,147.012,28.7
-18.453,145.31,28.7
-16.171,144.831,28.7
-19.83,144.453,28.7
-14.629,143.971,28.7
-19.817,143.728,28.7
-17.606,138.231,28.7
-16.686,137.922,28.7
-17.965,124.495,28.7
-30.884,123.747,28.7
-30.895,123.469,28.7
-30.87,123.432,28.7
-31.262,121.142,28.7
-31.473,151.753,28.8
-32.029,151.421,28.8
-26.647,151.303,28.8
-32.673,150.88,28.8
-35.139,150.532,28.8
-32.528,150.272,28.8
-32.598,150.201,28.8
-34.975,150.001,28.8
-36.468,149.987,28.8
-35.951,149.886,28.8
-37.381,149.765,28.8
-37.395,149.658,28.8
-36.866,149.461,28.8
-36.026,149.392,28.8
-36.729,149.348,28.8
-37.474,149.199,28.8
-37.287,149.179,28.8
-37.589,149.157,28.8
-37.657,148.989,28.8
-37.372,148.915,28.8
-37.661,148.908,28.8
-35.819,148.626,28.8
-37.543,148.529,28.8
-35.547,148.382,28.8
-35.811,148.261,28.8
-35.788,148.251,28.8
-36.734,148.223,28.8
-35.912,148.14,28.8
-37.471,148.077,28.8
-39.871,148.01,28.8
-36.265,147.699,28.8
-36.847,146.889,28.8
-36.744,146.715,28.8
-36.909,146.666,28.8
-18.27,145.318,28.8
-38.052,141.886,28.8
-36.573,140.192,28.8
-35.975,137.047,28.8
-32.802,124.244,28.8
-32.904,123.588,28.8
-32.542,123.322,28.8
-32.796,122.142,28.8
-32.61,121.999,28.8
-31.922,121.39,28.8
-31.775,151.779,28.9
-31.423,151.772,28.9
-31.332,151.298,28.9
-32.681,150.885,28.9
-33.92,150.439,28.9
-32.564,150.437,28.9
-32.544,150.235,28.9
-36.176,150.027,28.9
-37.136,149.961,28.9
-37.328,149.951,28.9
-36.336,149.946,28.9
-36.538,149.846,28.9
-35.783,149.827,28.9
-37.4,149.77,28.9
-35.99,149.46,28.9
-37.431,149.272,28.9
-37.259,149.165,28.9
-25.415,149.155,28.9
-35.52,149.014,28.9
-35.574,148.905,28.9
-35.63,148.873,28.9
-37.68,148.816,28.9
-37.276,148.725,28.9
-35.781,148.706,28.9
-37.571,148.601,28.9
-37.542,148.541,28.9
-35.435,148.395,28.9
-37.139,148.311,28.9
-36.973,148.219,28.9
-36.644,148.115,28.9
-37.648,148.052,28.9
-37.258,147.99,28.9
-36.557,147.93,28.9
-36.572,147.929,28.9
-36.706,147.905,28.9
-36.548,147.721,28.9
-37.357,147.671,28.9
-36.948,147.328,28.9
-26.062,147.095,28.9
-37.097,147.005,28.9
-36.98,146.977,28.9
-24.608,146.709,28.9
-36.962,146.625,28.9
-19.914,144.15,28.9
-19.447,143.385,28.9
-38.088,141.852,28.9
-35.639,137.219,28.9
-31.706,132.936,28.9
-30.875,132.762,28.9
-14.114,129.855,28.9
-32.401,123.429,28.9
-30.828,123.305,28.9
-32.509,122.268,28.9
-31.859,121.531,28.9
-31.447,151.786,29
-33.879,150.402,29
-34.838,150.349,29
-34.305,150.253,29
-22.285,150.115,29
-37.227,149.868,29
-37.461,149.779,29
-35.873,149.754,29
-37.371,149.633,29
-36.483,149.491,29
-36.995,149.437,29
-37.417,149.417,29
-37.061,149.407,29
-36.003,149.348,29
-37.537,149.252,29
-25.431,149.214,29
-37.537,149.139,29
-37.278,149.07,29
-35.523,149.028,29
-37.686,148.981,29
-37.319,148.942,29
-37.34,148.931,29
-37.199,148.4,29
-35.554,148.395,29
-36.766,148.125,29
-37.458,148.05,29
-36.419,147.884,29
-37.561,147.511,29
-37.44,147.509,29
-18.054,144.763,29
-16.986,144.274,29
-16.568,143.672,29
-35.942,137.164,29
-35.945,137.098,29
-35.793,136.681,29
-31.135,132.686,29
-28.449,129.421,29
-32.455,122.051,29
-32.613,121.938,29
-26.972,152.811,29.1
-24.559,151.633,29.1
-34.742,150.259,29.1
-30.106,150.075,29.1
-34.354,150.025,29.1
-36.44,149.647,29.1
-36.381,149.563,29.1
-36.236,149.548,29.1
-36.374,149.527,29.1
-36.864,149.475,29.1
-37.072,149.4,29.1
-37.569,149.343,29.1
-37.42,149.328,29.1
-31.157,149.252,29.1
-37.273,149.207,29.1
-37.593,149.177,29.1
-37.543,149.079,29.1
-37.31,149.046,29.1
-37.379,149.005,29.1
-37.561,148.625,29.1
-35.607,148.171,29.1
-35.465,148.098,29.1
-35.451,147.874,29.1
-35.911,147.531,29.1
-37.575,147.488,29.1
-36.948,146.768,29.1
-36.646,146.58,29.1
-18.363,145.416,29.1
-18.364,145.348,29.1
-18.376,145.335,29.1
-18.049,144.768,29.1
-17.989,144.03,29.1
-16.364,137.706,29.1
-30.865,132.747,29.1
-32.77,124.084,29.1
-30.896,123.75,29.1
-32.807,122.143,29.1
-32.59,150.659,29.2
-33.208,150.301,29.2
-34.725,150.258,29.2
-34.745,150.224,29.2
-35.656,150.178,29.2
-22.294,150.111,29.2
-36.479,149.983,29.2
-37.326,149.95,29.2
-37.206,149.93,29.2
-35.845,149.847,29.2
-35.9,149.761,29.2
-37.397,149.725,29.2
-37.404,149.721,29.2
-36.311,149.543,29.2
-37.071,149.527,29.2
-37.356,149.472,29.2
-35.942,149.459,29.2
-37.39,149.156,29.2
-37.192,149.116,29.2
-37.544,149.078,29.2
-37.602,148.989,29.2
-37.342,148.914,29.2
-35.857,148.897,29.2
-37.647,148.564,29.2
-35.959,148.208,29.2
-37.042,148.143,29.2
-36.312,147.96,29.2
-37.674,147.627,29.2
-35.875,147.504,29.2
-36.916,146.646,29.2
-19.826,144.34,29.2
-18.117,144.224,29.2
-16.976,144.012,29.2
-35.941,137.205,29.2
-28.129,129.674,29.2
-32.913,124.294,29.2
-31.585,152.093,29.3
-29.1,150.803,29.3
-32.566,150.412,29.3
-34.379,150.408,29.3
-34.654,150.344,29.3
-34.735,150.325,29.3
-35.856,150.083,29.3
-37.193,149.961,29.3
-36.472,149.914,29.3
-37.369,149.638,29.3
-37.144,149.609,29.3
-36.143,149.421,29.3
-36.736,149.375,29.3
-37.712,149.265,29.3
-37.616,149.218,29.3
-37.717,149.042,29.3
-37.749,149.024,29.3
-37.322,148.976,29.3
-37.609,148.749,29.3
-35.932,148.33,29.3
-35.658,148.262,29.3
-35.692,148.225,29.3
-37.493,148.111,29.3
-36.352,148.085,29.3
-41.739,148.031,29.3
-36.488,148.014,29.3
-36.646,147.894,29.3
-35.268,147.869,29.3
-36.667,147.849,29.3
-36.332,147.812,29.3
-36.455,147.812,29.3
-37.676,147.585,29.3
-37.572,147.501,29.3
-37.023,147.386,29.3
-36.726,146.703,29.3
-36.753,146.68,29.3
-36.751,146.675,29.3
-36.906,146.671,29.3
-19.825,143.685,29.3
-32.856,124.094,29.3
-30.973,123.774,29.3
-32.301,123.467,29.3
-32.623,123.42,29.3
-32.541,123.385,29.3
-32.593,123.365,29.3
-32.537,123.364,29.3
-24.575,151.475,29.4
-34.662,150.399,29.4
-35.41,150.384,29.4
-34.676,150.309,29.4
-34.356,150.036,29.4
-37.14,149.939,29.4
-35.749,149.855,29.4
-36.855,149.488,29.4
-37.081,149.443,29.4
-35.993,149.375,29.4
-37.359,149.301,29.4
-37.559,149.28,29.4
-31.158,149.259,29.4
-37.589,148.912,29.4
-35.802,148.731,29.4
-35.465,148.495,29.4
-36.525,148.217,29.4
-36.683,148.199,29.4
-36.601,148.083,29.4
-37.262,148,29.4
-36.301,147.762,29.4
-35.79,147.601,29.4
-37.132,147.033,29.4
-36.881,146.897,29.4
-37.23,146.581,29.4
-16.941,145.739,29.4
-17.875,145.342,29.4
-18.457,145.273,29.4
-17.034,144.752,29.4
-19.947,144.234,29.4
-17.833,144.046,29.4
-17.132,144.027,29.4
-17.894,143.413,29.4
-28.448,129.432,29.4
-33.243,122.2,29.4
-32.619,121.916,29.4
-31.904,121.396,29.4
-20.953,117.821,29.4
-30.074,151.311,29.5
-34.658,150.296,29.5
-32.696,150.094,29.5
-36.1,149.574,29.5
-36.045,149.466,29.5
-37.501,149.447,29.5
-35.962,149.391,29.5
-37.117,149.391,29.5
-36.757,149.382,29.5
-37.401,149.364,29.5
-37.717,149.282,29.5
-37.378,149.231,29.5
-25.416,149.187,29.5
-25.39,149.165,29.5
-37.694,148.848,29.5
-37.653,148.788,29.5
-35.591,148.493,29.5
-37.465,148.088,29.5
-36.848,148.065,29.5
-36.349,147.827,29.5
-36.348,147.799,29.5
-36.425,147.733,29.5
-36.909,146.847,29.5
-36.663,146.578,29.5
-18.379,145.182,29.5
-19.647,144.541,29.5
-15.734,132.223,29.5
-31.853,121.471,29.5
-22.788,120.727,29.5
-32.016,151.384,29.6
-32.639,150.815,29.6
-32.572,150.2,29.6
-36.496,149.985,29.6
-37.347,149.936,29.6
-35.86,149.895,29.6
-37.461,149.702,29.6
-37.246,149.578,29.6
-37.444,149.524,29.6
-36.049,149.464,29.6
-36.763,149.456,29.6
-37.335,149.438,29.6
-37.56,149.348,29.6
-37.307,149.186,29.6
-37.662,149.091,29.6
-35.591,148.979,29.6
-35.655,148.876,29.6
-35.824,148.774,29.6
-35.855,148.727,29.6
-35.855,148.665,29.6
-37.68,148.664,29.6
-35.817,148.285,29.6
-35.601,148.141,29.6
-35.504,148.046,29.6
-35.849,148.018,29.6
-37.521,148.013,29.6
-36.802,147.942,29.6
-36.562,147.939,29.6
-35.91,147.497,29.6
-36.778,146.736,29.6
-19.929,144.433,29.6
-12.197,142.662,29.6
-35.801,136.725,29.6
-27.964,131.54,29.6
-29.031,128.334,29.6
-32.364,123.618,29.6
-32.352,123.458,29.6
-32.438,123.004,29.6
-21.08,119.449,29.6
-30.807,151.412,29.7
-30.535,150.85,29.7
-34.634,150.388,29.7
-35.914,149.988,29.7
-35.614,149.858,29.7
-37.456,149.785,29.7
-36.471,149.617,29.7
-36.512,149.506,29.7
-37.449,149.505,29.7
-37.07,149.411,29.7
-37.376,149.256,29.7
-37.284,149.216,29.7
-37.327,148.988,29.7
-35.544,148.493,29.7
-35.797,148.311,29.7
-37.752,148.21,29.7
-41.741,148.031,29.7
-37.436,147.885,29.7
-35.886,147.536,29.7
-22.158,146.895,29.7
-36.881,146.686,29.7
-36.926,146.649,29.7
-14.66,143.054,29.7
-32.615,122.254,29.7
-31.765,151.782,29.8
-26.532,150.68,29.8
-35.202,150.471,29.8
-34.729,150.28,29.8
-30.099,150.091,29.8
-37.16,149.934,29.8
-36.546,149.855,29.8
-37.401,149.693,29.8
-36.335,149.565,29.8
-35.999,149.494,29.8
-36.143,149.37,29.8
-37.537,149.365,29.8
-36.021,149.349,29.8
-37.421,149.313,29.8
-37.33,149.312,29.8
-37.417,149.304,29.8
-37.43,149.287,29.8
-37.228,149.212,29.8
-37.31,149.127,29.8
-37.615,149.112,29.8
-37.284,149.11,29.8
-37.692,149.065,29.8
-37.655,148.966,29.8
-35.654,148.96,29.8
-35.905,148.905,29.8
-35.795,148.726,29.8
-35.589,148.685,29.8
-35.927,148.43,29.8
-35.798,148.27,29.8
-36.965,148.265,29.8
-36.743,148.164,29.8
-37.57,148.16,29.8
-36.361,148.108,29.8
-36.37,148.053,29.8
-37.499,148.046,29.8
-37.365,147.693,29.8
-36.314,147.675,29.8
-35.871,147.571,29.8
-36.966,146.853,29.8
-24.633,146.668,29.8
-18.429,145.381,29.8
-19.462,143.395,29.8
-17.881,143.37,29.8
-35.796,136.625,29.8
-32.836,124.386,29.8
-32.419,123.68,29.8
-32.628,123.404,29.8
-32.411,123.026,29.8
-32.607,122.229,29.8
-32.651,122.072,29.8
-30.87,121.487,29.8
-35,150.559,29.9
-32.606,150.387,29.9
-35.954,150.002,29.9
-35.783,149.821,29.9
-37.447,149.72,29.9
-37.344,149.537,29.9
-36.042,149.483,29.9
-37.313,149.396,29.9
-37.414,149.289,29.9
-37.293,149.214,29.9
-35.866,148.861,29.9
-37.683,148.727,29.9
-35.601,148.477,29.9
-36.098,148.47,29.9
-36.143,148.459,29.9
-35.502,148.418,29.9
-37.413,148.386,29.9
-35.476,148.342,29.9
-35.776,148.299,29.9
-20.452,148.25,29.9
-35.798,148.224,29.9
-35.681,148.204,29.9
-37.567,148.182,29.9
-36.607,147.93,29.9
-36.326,147.727,29.9
-36.98,147.282,29.9
-37.054,147.199,29.9
-36.881,146.678,29.9
-36.937,146.613,29.9
-19.901,144.121,29.9
-18.904,143.834,29.9
-18.526,143.753,29.9
-19.787,143.674,29.9
-18.573,142.631,29.9
-15.468,141.55,29.9
-32.554,123.302,29.9
-31.868,121.502,29.9
-31.926,121.378,29.9
-31.773,151.763,30
-24.05,151.69,30
-32.024,151.389,30
-35.069,150.508,30
-35.214,150.458,30
-34.37,150.325,30
-32.639,150.191,30
-35.963,149.93,30
-35.97,149.923,30
-36.388,149.563,30
-37.234,149.553,30
-37.239,149.282,30
-35.438,148.372,30
-37.107,148.339,30
-20.46,148.267,30
-37.025,148.199,30
-41.737,148.013,30
-36.013,147.805,30
-36.763,146.648,30
-37.218,146.526,30
-16.886,145.291,30
-16.614,145.137,30
-18.201,144.061,30
-14.973,143.425,30
-27.993,131.473,30
-32.775,124.28,30
-17.825,124.03,30
-32.363,123.63,30
-32.431,123.504,30
-32.767,122.133,30
-32.465,122.059,30
-31.949,121.518,30
-31.883,121.496,30
-34.372,150.382,30.1
-34.313,150.342,30.1
-34.292,150.15,30.1
-33.18,150.136,30.1
-34.29,150.114,30.1
-30.123,150.021,30.1
-37.354,149.902,30.1
-36.724,149.413,30.1
-37.288,149.3,30.1
-25.41,149.203,30.1
-35.64,148.971,30.1
-37.66,148.728,30.1
-35.73,148.602,30.1
-35.656,148.502,30.1
-36.841,148.347,30.1
-35.598,148.169,30.1
-41.676,148.057,30.1
-41.689,147.994,30.1
-37.58,147.562,30.1
-37.483,147.532,30.1
-36.941,147.382,30.1
-36.68,146.7,30.1
-19.681,146.123,30.1
-16.682,145.114,30.1
-30.916,123.73,30.1
-34.342,150.319,30.2
-32.549,150.311,30.2
-34.767,150.192,30.2
-34.866,150.112,30.2
-34.829,150.107,30.2
-33.177,150.054,30.2
-36.539,149.932,30.2
-24.946,149.479,30.2
-37.552,149.359,30.2
-37.451,149.343,30.2
-37.594,149.236,30.2
-37.282,149.205,30.2
-37.621,149.045,30.2
-35.877,148.898,30.2
-37.682,148.853,30.2
-37.68,148.831,30.2
-35.919,148.339,30.2
-35.913,148.323,30.2
-35.952,148.303,30.2
-36.651,148.133,30.2
-35.488,148.013,30.2
-36.374,147.715,30.2
-36.518,147.705,30.2
-35.894,147.489,30.2
-37.307,147.273,30.2
-37.278,147.252,30.2
-36.886,146.635,30.2
-17.373,145.209,30.2
-18.111,144.036,30.2
-16.848,143.913,30.2
-15.946,143.438,30.2
-17.585,143.349,30.2
-35.764,136.686,30.2
-31.653,132.942,30.2
-31.665,132.93,30.2
-32.405,123.122,30.2
-31.863,121.474,30.2
-31.254,121.13,30.2
-33.581,118.34,30.2
-32.354,115.85,30.2
-29.379,152.073,30.3
-32.001,151.43,30.3
-32.174,151.421,30.3
-26.539,150.674,30.3
-32.589,150.663,30.3
-32.571,150.623,30.3
-34.691,150.311,30.3
-34.306,150.241,30.3
-36.551,149.914,30.3
-37.224,149.885,30.3
-35.845,149.821,30.3
-37.423,149.559,30.3
-36.463,149.545,30.3
-37.062,149.539,30.3
-37.32,149.516,30.3
-24.954,149.471,30.3
-37.495,149.418,30.3
-37.044,149.4,30.3
-37.042,149.385,30.3
-37.297,149.346,30.3
-37.73,149.017,30.3
-37.669,148.941,30.3
-35.845,148.9,30.3
-37.679,148.836,30.3
-35.912,148.735,30.3
-37.267,148.724,30.3
-37.511,148.575,30.3
-35.736,148.563,30.3
-35.628,148.233,30.3
-37.485,148.096,30.3
-37.482,148.068,30.3
-35.864,148.067,30.3
-37.501,148.051,30.3
-35.786,148.037,30.3
-35.423,148.007,30.3
-36.377,147.87,30.3
-35.254,147.822,30.3
-36.088,147.578,30.3
-17.973,144.781,30.3
-17.984,144.035,30.3
-38.044,141.835,30.3
-32.883,124.331,30.3
-32.996,123.731,30.3
-32.378,123.589,30.3
-32.471,123.201,30.3
-32.593,122.256,30.3
-32.487,121.309,30.3
-33.988,115.794,30.3
-31.822,151.85,30.4
-31.768,151.802,30.4
-34.878,150.425,30.4
-34.986,150.112,30.4
-34.996,150.101,30.4
-35.957,150.044,30.4
-35.799,149.98,30.4
-37.16,149.961,30.4
-35.831,149.818,30.4
-37.416,149.757,30.4
-37.464,149.638,30.4
-37.291,149.518,30.4
-35.942,149.473,30.4
-37.203,149.41,30.4
-31.202,149.24,30.4
-37.237,149.21,30.4
-37.244,149.076,30.4
-35.802,148.318,30.4
-35.65,148.249,30.4
-36.346,148.017,30.4
-37.447,147.926,30.4
-35.93,147.902,30.4
-35.272,147.845,30.4
-35.884,147.665,30.4
-37.636,147.537,30.4
-36.965,147.321,30.4
-37.104,147.312,30.4
-36.733,146.713,30.4
-18.345,145.36,30.4
-19.88,144.181,30.4
-17.116,144.152,30.4
-15.913,142.322,30.4
-14.666,132.175,30.4
-33.2,123.7,30.4
-32.348,123.555,30.4
-32.641,123.411,30.4
-32.457,123.225,30.4
-32.521,122.264,30.4
-32.037,151.444,30.5
-31.565,151.431,30.5
-31.498,151.265,30.5
-32.697,150.199,30.5
-32.654,150.18,30.5
-30.108,150.038,30.5
-35.806,149.981,30.5
-35.278,149.967,30.5
-36.598,149.905,30.5
-35.994,149.839,30.5
-37.464,149.751,30.5
-35.861,149.643,30.5
-35.872,149.639,30.5
-36.412,149.522,30.5
-37.418,149.429,30.5
-37.406,149.354,30.5
-37.441,149.325,30.5
-37.221,149.286,30.5
-32.006,149.078,30.5
-37.334,149.015,30.5
-37.602,148.921,30.5
-35.829,148.677,30.5
-37.685,148.622,30.5
-36.547,148.179,30.5
-37.121,148.113,30.5
-36.554,148.109,30.5
-35.482,148.038,30.5
-35.412,148.032,30.5
-41.738,148.024,30.5
-36.398,147.794,30.5
-35.897,147.527,30.5
-36.967,147.296,30.5
-30.996,146.614,30.5
-19.895,144.16,30.5
-18.538,143.813,30.5
-15.981,142.593,30.5
-31.861,121.486,30.5
-21.902,115.8,30.5
-25.613,153.027,30.6
-32.56,150.398,30.6
-34.869,150.089,30.6
-35.722,149.94,30.6
-36.312,149.938,30.6
-37.26,149.85,30.6
-37.352,149.696,30.6
-37.176,149.599,30.6
-35.992,149.497,30.6
-37.306,149.496,30.6
-37.293,149.496,30.6
-36.002,149.488,30.6
-36.988,149.421,30.6
-37.349,149.418,30.6
-37.069,149.352,30.6
-37.536,149.313,30.6
-37.536,149.263,30.6
-25.408,149.231,30.6
-37.381,149.122,30.6
-37.697,148.988,30.6
-35.719,148.569,30.6
-36.982,148.254,30.6
-36.964,148.25,30.6
-36.563,148.134,30.6
-36.69,147.892,30.6
-41.614,147.836,30.6
-36.294,147.755,30.6
-36.249,147.677,30.6
-36.086,147.617,30.6
-36.768,146.748,30.6
-35.808,136.678,30.6
-32.955,123.714,30.6
-32.63,122.229,30.6
-32.772,122.177,30.6
-32.611,122.024,30.6
-31.485,151.254,30.7
-26.475,150.785,30.7
-35.221,150.472,30.7
-34.828,150.33,30.7
-34.71,150.285,30.7
-32.536,150.23,30.7
-35.642,150.151,30.7
-36.459,149.966,30.7
-37.302,149.803,30.7
-37.342,149.765,30.7
-35.932,149.556,30.7
-37.308,149.427,30.7
-37.504,149.326,30.7
-37.456,149.18,30.7
-37.244,149.113,30.7
-37.615,148.925,30.7
-35.867,148.87,30.7
-37.78,148.769,30.7
-37.523,148.634,30.7
-35.528,148.525,30.7
-35.466,148.356,30.7
-35.997,148.327,30.7
-35.977,148.32,30.7
-35.46,148.314,30.7
-35.783,148.284,30.7
-36.972,148.197,30.7
-36.573,148.189,30.7
-35.882,148.144,30.7
-36.511,148.063,30.7
-37.479,148.059,30.7
-37.102,147.892,30.7
-36.713,147.845,30.7
-35.865,147.668,30.7
-37.358,147.665,30.7
-35.828,147.614,30.7
-37.633,147.535,30.7
-37.488,147.492,30.7
-37.167,147.434,30.7
-37.108,147.024,30.7
-36.946,146.645,30.7
-19.118,146.034,30.7
-35.733,136.816,30.7
-31.692,132.962,30.7
-31.656,132.94,30.7
-32.759,124.092,30.7
-32.62,123.388,30.7
-32.021,151.373,30.8
-32.199,151.355,30.8
-29.064,150.79,30.8
-35.127,150.557,30.8
